"0","question_radio("
"0","  ""5.5.  (Optional advanced) Interpret the confidence interval and p-value. What does they mean for the relationship between the two judges?"","
"0","  answer(""The interval provides strong evidence of marginal reproducibility"", correct = TRUE),"
"0","  answer(""The small sample leads to a wide interval so the reproducibility has high probability of still being excellent""),"
"0","  allow_retry = TRUE,"
"0","  random_answer_order = TRUE"
"0",")"
"1","Question: ""5.5.  (Optional advanced) Interpret the confidence interval and p-value. What does they mean for the relationship between the two judges?""
  type: ""learnr_radio""
  allow_retry: TRUE
  random_answer_order: TRUE
  answers:
    ✔: ""The interval provides strong evidence of marginal reproducibility""
    X: ""The small sample leads to a wide interval so the reproducibility has high probability of still being excellent""
  messages:
    correct: ""Correct!""
    incorrect: ""Incorrect""
    try_again: ""Incorrect"""
"1"," "
"1","
"
