"0","question_radio("
"0","  ""4.2. Compare the two tables. Do the expected values for the cells surprise you?"","
"0","  answer(""Yes, it shows too much disagreement""),"
"0","  answer(""No.  Expected values are based on random selections so we would expect about 50 percent agreement"", correct = TRUE),"
"0","  allow_retry = TRUE,"
"0","  random_answer_order = TRUE"
"0",")"
"1","Question: ""4.2. Compare the two tables. Do the expected values for the cells surprise you?""
  type: ""learnr_radio""
  allow_retry: TRUE
  random_answer_order: TRUE
  answers:
    X: ""Yes, it shows too much disagreement""
    ✔: ""No.  Expected values are based on random selections so we would expect about 50 percent agreement""
  messages:
    correct: ""Correct!""
    incorrect: ""Incorrect""
    try_again: ""Incorrect"""
"1"," "
"1","
"
