"0","historical_plot <- judges %>%"
"0","  mutate(judge_out = factor(judge_out, levels = c(""fighter1"", ""draw"", ""fighter2""))) %>%"
"0","  group_by(judge_out) %>%"
"0","  summarise("
"0","    count = n()) %>%"
"0","  mutate(perc = count/sum(count), accuracy = .01)"
"0","historical_plot %>% ggplot(aes(judge_out, perc)) +"
"0","  geom_histogram(stat = ""identity"", fill = ""indianred3"") +"
"0","  labs(title = ""Judges Historical Votes"", x = """", y = """") +"
"0","  scale_y_continuous(labels = percent)"
