"0","question_radio("
"0","  ""6.3. What are the most common frequencies? Why?"","
"0","  answer(""0.  There are many possible score combinations for the size of the sample."", correct = TRUE),"
"0","  answer(""0.  The judges disagree too much.""),"
"0","  answer(""18.  Score differences of three are very likely since fights are three rounds.""),"
"0","  allow_retry = TRUE,"
"0","  random_answer_order = TRUE"
"0",")"
"1","Question: ""6.3. What are the most common frequencies? Why?""
  type: ""learnr_radio""
  allow_retry: TRUE
  random_answer_order: TRUE
  answers:
    ✔: ""<ol start=""0"">
<li>There are many possible score combinations for the size of the sample.</li>
</ol>
""
    X: ""<ol start=""0"">
<li>The judges disagree too much.</li>
</ol>
""
    X: ""<ol start=""18"">
<li>Score differences of three are very likely since fights are three rounds.</li>
</ol>
""
  messages:
    correct: ""Correct!""
    incorrect: ""Incorrect""
    try_again: ""Incorrect"""
"1"," "
"1","
"
