"0","question_radio("
"0","  ""7.3. How does D'Amato and Cleary agreement compare to D'Amato and Lee (previous exercise)? "","
"0","  answer(""They agree more.  (71 vs 58 percent)"", correct = TRUE),"
"0","  answer(""They agree less  (58 vs 71 percent)""),"
"0","  answer(""They agree much less  (28 vs 71 percent)""),"
"0","  answer(""They agree much more  (92 vs 58 percent)""),"
"0","  allow_retry = TRUE,"
"0","  random_answer_order = TRUE"
"0",")"
"1","Question: ""7.3. How does D’Amato and Cleary agreement compare to D’Amato and Lee (previous exercise)?""
  type: ""learnr_radio""
  allow_retry: TRUE
  random_answer_order: TRUE
  answers:
    ✔: ""They agree more.  (71 vs 58 percent)""
    X: ""They agree less  (58 vs 71 percent)""
    X: ""They agree much less  (28 vs 71 percent)""
    X: ""They agree much more  (92 vs 58 percent)""
  messages:
    correct: ""Correct!""
    incorrect: ""Incorrect""
    try_again: ""Incorrect"""
"1"," "
"1","
"
