"0","question_radio("
"0","  ""7.1. How often do D'Amato and Cleary completely agree? "","
"0","  answer(""83 times (71 percent)"", correct = TRUE),"
"0","  answer(""71 times (61 percent)""),"
"0","  answer(""98 times (84 percent)""),"
"0","  allow_retry = TRUE,"
"0","  random_answer_order = TRUE"
"0",")"
"1","Question: ""7.1. How often do D’Amato and Cleary completely agree?""
  type: ""learnr_radio""
  allow_retry: TRUE
  random_answer_order: TRUE
  answers:
    ✔: ""83 times (71 percent)""
    X: ""71 times (61 percent)""
    X: ""98 times (84 percent)""
  messages:
    correct: ""Correct!""
    incorrect: ""Incorrect""
    try_again: ""Incorrect"""
"1"," "
"1","
"
