"0","# library(""rjson"")"
"0","# library(""jsonlite"")"
"0","# # converting to json"
"0","# data_dictionary_0 <- toJSON(data_dictionary)"
"0","# decisions_display_0 <- toJSON(decisions_display)"
"0","# j_summary_0 <- toJSON(j_summary)"
"0","# Dam_Lee_0 <- toJSON(Dam_Lee)"
"0","# Dam_Cle_0 <- toJSON(Dam_Cle)"
"0","# pairings_0 <- toJSON(pairings)"
"0","# judges_0 <- toJSON(judges)"
"0","# random_0 <- random %>% as.data.frame() %>% toJSON()"
"0","# DL_expected_0 <- toJSON(DL_exp)"
"0","# DC_expected_0 <- toJSON(DC_exp)"
"0","# DC_table_0 <- toJSON(DC_table)"
"0","# "
"0","# path <- ""json-isle/"""
"0","# "
"0","# write(data_dictionary_0, str_c(path,""data_dictionary.json""))"
"0","# write(decisions_display_0, str_c(path,""decisions_display.json""))"
"0","# write(j_summary_0, str_c(path,""j_summary.json""))"
"0","# write(Dam_Lee_0, str_c(path,""Dam_Lee.json""))"
"0","# write(Dam_Cle_0, str_c(path,""Dam_Cle.json""))"
"0","# write(pairings_0, str_c(path,""pairings.json""))"
"0","# write(judges_0, str_c(path,""judges.json""))"
"0","# write(random_0, str_c(path,""random.json""))"
"0","# write(DL_expected_0, str_c(path,""DL_exp.json""))"
"0","# write(DC_expected_0, str_c(path,""DC_exp.json""))"
"0","# write(DC_table_0, str_c(path,""DC_table.json""))"
"0","# "
"0","# write_csv(random, str_c(path, ""random.csv""))"
"0","# write_csv(DL_exp, str_c(path,""DL_exp.csv""))"
"0","# write_csv(DC_exp, str_c(path,""DC_exp.csv""))"
"0","# write_csv(DC_table, str_c(path,""DC_table.csv""))"
"0","# write_csv(Dam_Lee, str_c(path,""Dam_Lee.csv""))"
"0","# write_csv(Dam_Cle, str_c(path,""Dam_Cle.csv""))"
"0","# write_csv(judges, str_c(path,""judges.csv""))"
"0","# write_csv(historical_plot, str_c(path,""historical_plot.csv""))"
"0","# "
"0","# write_csv(DLw_table, str_c(path,""DLw_table.csv""))"
"0","# write_csv(DCw_table, str_c(path,""DCw_table.csv""))"
"0","# write_csv(DLw_exp, str_c(path,""DLw_exp.csv""))"
"0","# write_csv(DCw_exp, str_c(path,""DCw_exp.csv""))"
"0","# write_csv(linear_weights, str_c(path,""linear_weights.csv""))"
"0","# write_csv(quadratic_weights, str_c(path,""quadratic_weights.csv""))"
"0","# write_csv(Fleiss, str_c(path,""Fleiss.csv""))"
"0","# write_csv(indiv_fleiss, str_c(path,""indiv_fleiss.csv""))"
"0","# write_csv(tri_pairings, str_c(path,""tri_pairings.csv""))"
"0","# "
"0","# write_csv(empty, str_c(path,""empty.csv""))"
